ItemID,Type,FloorPlan,Bed,Bath,SQFT,FloorPlanURL,Apartment,RentMin,AvailableDate,PropertyAddress,PropertyPhone,Website,CommunityAmenities,ApartmentAmenities,Specials
3728,1 Bedroom,A2a,1,1,715,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525cf54d3472.48530449829.jpg&w=350&h=300,1304,"$1,508","Apr 16, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3729,1 Bedroom,A2a,1,1,715,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525cf54d3472.48530449829.jpg&w=350&h=300,1204,"$1,508","Jun 05, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3730,1 Bedroom,A3,1,1,,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5efcfb661de824.14667379852.jpg&w=100&h=97,,,,"4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3731,1 Bedroom,A4,1,1,745,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525d7aa93133.94118606959.jpg&w=350&h=300,1130,"$1,349","Apr 09, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3732,1 Bedroom,A4,1,1,745,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525d7aa93133.94118606959.jpg&w=350&h=300,1464,"$1,349","Apr 09, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3733,1 Bedroom,A4,1,1,745,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525d7aa93133.94118606959.jpg&w=350&h=300,1469,"$1,349","Apr 19, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3734,1 Bedroom,A4,1,1,745,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525d7aa93133.94118606959.jpg&w=350&h=300,1141,"$1,299","Apr 21, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3735,1 Bedroom,A4,1,1,745,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525d7aa93133.94118606959.jpg&w=350&h=300,1569,"$1,349","Apr 23, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3736,1 Bedroom,A5,1,1,870,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525e01a27e28.62394192156.jpg&w=350&h=300,1451,"$1,624","Apr 09, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3737,1 Bedroom,A5,1,1,870,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525e01a27e28.62394192156.jpg&w=350&h=300,1443,"$1,624","May 03, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3738,1 Bedroom,A5,1,1,870,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c525e01a27e28.62394192156.jpg&w=350&h=300,1439,"$1,624","May 11, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3739,1 Bedroom,A6,1,1,,https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c524253a44f52.76782777320.jpg&w=350&h=300,,,,"4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3740,2 Bedroom,B1,2,2,"1,105",https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c524ab32b4f40.19773799228.jpg&w=350&h=300,1352,"$1,835","Apr 16, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
3741,2 Bedroom,B1,2,2,"1,105",https://commoncdn.entrata.com/images/thumbNailer.php?src=/media_library/15077/5c524ab32b4f40.19773799228.jpg&w=350&h=300,1110,"$1,785","Apr 22, 2021","4626 N. 16th St. Phoenix, AZ 85016",(480) 874-9074,https://www.theartonhighland.com/,Powered by Alfred resident tech platform ;Electric car charging stations;Dog wash station;Dog Park;Home Delivery from Casual Pint!;Cold Brew Coffee Onsite;Rooftop Patio;Clubhouse with Wi-Fi in Common Areas;Fitness Club;Resort Style Pool and Spa;Resident Clubroom with Seating;Cold Brew Coffee Bar;Flex Fitness Room;Corn Hole Court;Outdoor Spaces with Fireplace and Grills;Elevator Access;24/7 Professional Maintenance,Quartz Countertops;Washers and Dryers*;Gourmet Kitchens with Vintage Inspired Black Appliance Package;Modern Cabinetry with Brushed Nickel Pulls;Contemporary Tile Designer Backsplash;Wood-Style Plank Flooring and Plush Carpeting;Bathrooms with High-Style Designer Tile;Two-story Floor Plans Available;Contemporary Lighting;Spacious closets with shelving;Expansive 9’ and 10’ Ceilings;Personal Balconies or Patios;Furnished Units/Homes Available,$500 off select homes. Call today for more information.
