ItemID,Type,FloorPlan,Bed,Bath,SQFT,FloorPlanURL,Apartment,AvailableDate,RentRange,PropertyAddress,PropertyPhone,Website,CommunityAmenities,ApartmentAmenities,Specials
8429,1 Bedroom,SINGLE NO. 3,1,1,781,/dmslivecafe/3/546880/Single No 3.jpg?quality=85?maxheight=245&scale=both&quality=50,,,,"7025 East Via Soleri Drive, Scottsdale, AZ 85251",844.350.3308,https://broadstonewaterfront.com/,"Dedicated Resident High-Speed Wi-Fi in Common Areas;Exclusive Resident Lounge with Demonstration Kitchen, Pool Table & Coffee Bar;Two-Story Upscale Fitness Facility Complete with Precor® Preva® Equipment, Including:;Keiser® Spin Bike;AMT Motion® Trainer;Indoor Rowing Machine;VLT® Rope Trainer;Medicine Ball Rebounder;Free-Standing Heavy Bag;TRX® Single Mount;Ballet Barre;Laptops, iPads & Wi-Fi Printer Available for Resident Use;Direct Elevator Access to Personal Garage Parking;Climate-Controlled Interior Corridors & Interior Resident Storage Units;Boutique Pool & Spa Area with Deluxe, Poolside Cabanas with Televisions & Fans;High-End Gloster® Furniture;Dual Outdoor Grilling Facilities & Dining Spaces;Lush Landscaping & Water Features;Pet Friendly Community;Prime Location at Scottsdale Waterfront & Adjacent to Fashion Square Mall;Direct Access to Old Town Scottsdale Arts, Dining & Entertainment","Soaring 10-Foot Ceilings & 8-Foot Interior Doors;Personal Balconies & Patios with French Doors*;DuChateau® Hardwood Flooring in Penthouse Homes;High-End Karndean® Plank-Vinyl Flooring Throughout Unit;Interior Staircases in Penthouse Homes*;Crown Molding;GE® Energy Star® Front-Load Washers & GE® Electric Dryers;Pursuing LEED-H Certification;GE Profile™ Series Built-In Gas Cooktops;GE® Stainless-Steel Dishwashers, Counter-Depth Refrigerators, Ovens, Microwaves & Hoods;Avanti® Wine Refrigerators;42-Inch Dark-Wood Cabinets with Contemporary Nickel-Finish Hardware;2-Inch Quartz Countertops;Luxury Tile Backsplashes;Moen® Gooseneck Faucets & Single-Basin Under-Mount Sinks;Pendant Lighting Over Breakfast Bar;Authentic Maple-Shaker Hardwood Cabinet Doors;Garden-Style Soaking Tubs with Tile Surrounds;Tile Showers with Frameless Doors*;Moen® Faucets & Single-Basin Under-Mount Sinks;Spacious Walk-In Closets*;*In Select Apartment Homes",Up To 2 Weeks Free!
8430,1 Bedroom,SINGLE NO. 4,1,1,739,/dmslivecafe/3/546880/Single_No._4.jpg?quality=85?maxheight=245&scale=both&quality=50,,,,"7025 East Via Soleri Drive, Scottsdale, AZ 85251",844.350.3308,https://broadstonewaterfront.com/,"Dedicated Resident High-Speed Wi-Fi in Common Areas;Exclusive Resident Lounge with Demonstration Kitchen, Pool Table & Coffee Bar;Two-Story Upscale Fitness Facility Complete with Precor® Preva® Equipment, Including:;Keiser® Spin Bike;AMT Motion® Trainer;Indoor Rowing Machine;VLT® Rope Trainer;Medicine Ball Rebounder;Free-Standing Heavy Bag;TRX® Single Mount;Ballet Barre;Laptops, iPads & Wi-Fi Printer Available for Resident Use;Direct Elevator Access to Personal Garage Parking;Climate-Controlled Interior Corridors & Interior Resident Storage Units;Boutique Pool & Spa Area with Deluxe, Poolside Cabanas with Televisions & Fans;High-End Gloster® Furniture;Dual Outdoor Grilling Facilities & Dining Spaces;Lush Landscaping & Water Features;Pet Friendly Community;Prime Location at Scottsdale Waterfront & Adjacent to Fashion Square Mall;Direct Access to Old Town Scottsdale Arts, Dining & Entertainment","Soaring 10-Foot Ceilings & 8-Foot Interior Doors;Personal Balconies & Patios with French Doors*;DuChateau® Hardwood Flooring in Penthouse Homes;High-End Karndean® Plank-Vinyl Flooring Throughout Unit;Interior Staircases in Penthouse Homes*;Crown Molding;GE® Energy Star® Front-Load Washers & GE® Electric Dryers;Pursuing LEED-H Certification;GE Profile™ Series Built-In Gas Cooktops;GE® Stainless-Steel Dishwashers, Counter-Depth Refrigerators, Ovens, Microwaves & Hoods;Avanti® Wine Refrigerators;42-Inch Dark-Wood Cabinets with Contemporary Nickel-Finish Hardware;2-Inch Quartz Countertops;Luxury Tile Backsplashes;Moen® Gooseneck Faucets & Single-Basin Under-Mount Sinks;Pendant Lighting Over Breakfast Bar;Authentic Maple-Shaker Hardwood Cabinet Doors;Garden-Style Soaking Tubs with Tile Surrounds;Tile Showers with Frameless Doors*;Moen® Faucets & Single-Basin Under-Mount Sinks;Spacious Walk-In Closets*;*In Select Apartment Homes",Up To 2 Weeks Free!
8431,1 Bedroom,SINGLE NO. 5,1,1,672,/dmslivecafe/3/546880/Single_No._5.jpg?quality=85?maxheight=245&scale=both&quality=50,3064,Available,"$2,013-$2,356","7025 East Via Soleri Drive, Scottsdale, AZ 85251",844.350.3308,https://broadstonewaterfront.com/,"Dedicated Resident High-Speed Wi-Fi in Common Areas;Exclusive Resident Lounge with Demonstration Kitchen, Pool Table & Coffee Bar;Two-Story Upscale Fitness Facility Complete with Precor® Preva® Equipment, Including:;Keiser® Spin Bike;AMT Motion® Trainer;Indoor Rowing Machine;VLT® Rope Trainer;Medicine Ball Rebounder;Free-Standing Heavy Bag;TRX® Single Mount;Ballet Barre;Laptops, iPads & Wi-Fi Printer Available for Resident Use;Direct Elevator Access to Personal Garage Parking;Climate-Controlled Interior Corridors & Interior Resident Storage Units;Boutique Pool & Spa Area with Deluxe, Poolside Cabanas with Televisions & Fans;High-End Gloster® Furniture;Dual Outdoor Grilling Facilities & Dining Spaces;Lush Landscaping & Water Features;Pet Friendly Community;Prime Location at Scottsdale Waterfront & Adjacent to Fashion Square Mall;Direct Access to Old Town Scottsdale Arts, Dining & Entertainment","Soaring 10-Foot Ceilings & 8-Foot Interior Doors;Personal Balconies & Patios with French Doors*;DuChateau® Hardwood Flooring in Penthouse Homes;High-End Karndean® Plank-Vinyl Flooring Throughout Unit;Interior Staircases in Penthouse Homes*;Crown Molding;GE® Energy Star® Front-Load Washers & GE® Electric Dryers;Pursuing LEED-H Certification;GE Profile™ Series Built-In Gas Cooktops;GE® Stainless-Steel Dishwashers, Counter-Depth Refrigerators, Ovens, Microwaves & Hoods;Avanti® Wine Refrigerators;42-Inch Dark-Wood Cabinets with Contemporary Nickel-Finish Hardware;2-Inch Quartz Countertops;Luxury Tile Backsplashes;Moen® Gooseneck Faucets & Single-Basin Under-Mount Sinks;Pendant Lighting Over Breakfast Bar;Authentic Maple-Shaker Hardwood Cabinet Doors;Garden-Style Soaking Tubs with Tile Surrounds;Tile Showers with Frameless Doors*;Moen® Faucets & Single-Basin Under-Mount Sinks;Spacious Walk-In Closets*;*In Select Apartment Homes",Up To 2 Weeks Free!
8432,1 Bedroom,SINGLE NO. 5,1,1,672,/dmslivecafe/3/546880/Single_No._5.jpg?quality=85?maxheight=245&scale=both&quality=50,3068,5/6/2021,"$2,119-$2,401","7025 East Via Soleri Drive, Scottsdale, AZ 85251",844.350.3308,https://broadstonewaterfront.com/,"Dedicated Resident High-Speed Wi-Fi in Common Areas;Exclusive Resident Lounge with Demonstration Kitchen, Pool Table & Coffee Bar;Two-Story Upscale Fitness Facility Complete with Precor® Preva® Equipment, Including:;Keiser® Spin Bike;AMT Motion® Trainer;Indoor Rowing Machine;VLT® Rope Trainer;Medicine Ball Rebounder;Free-Standing Heavy Bag;TRX® Single Mount;Ballet Barre;Laptops, iPads & Wi-Fi Printer Available for Resident Use;Direct Elevator Access to Personal Garage Parking;Climate-Controlled Interior Corridors & Interior Resident Storage Units;Boutique Pool & Spa Area with Deluxe, Poolside Cabanas with Televisions & Fans;High-End Gloster® Furniture;Dual Outdoor Grilling Facilities & Dining Spaces;Lush Landscaping & Water Features;Pet Friendly Community;Prime Location at Scottsdale Waterfront & Adjacent to Fashion Square Mall;Direct Access to Old Town Scottsdale Arts, Dining & Entertainment","Soaring 10-Foot Ceilings & 8-Foot Interior Doors;Personal Balconies & Patios with French Doors*;DuChateau® Hardwood Flooring in Penthouse Homes;High-End Karndean® Plank-Vinyl Flooring Throughout Unit;Interior Staircases in Penthouse Homes*;Crown Molding;GE® Energy Star® Front-Load Washers & GE® Electric Dryers;Pursuing LEED-H Certification;GE Profile™ Series Built-In Gas Cooktops;GE® Stainless-Steel Dishwashers, Counter-Depth Refrigerators, Ovens, Microwaves & Hoods;Avanti® Wine Refrigerators;42-Inch Dark-Wood Cabinets with Contemporary Nickel-Finish Hardware;2-Inch Quartz Countertops;Luxury Tile Backsplashes;Moen® Gooseneck Faucets & Single-Basin Under-Mount Sinks;Pendant Lighting Over Breakfast Bar;Authentic Maple-Shaker Hardwood Cabinet Doors;Garden-Style Soaking Tubs with Tile Surrounds;Tile Showers with Frameless Doors*;Moen® Faucets & Single-Basin Under-Mount Sinks;Spacious Walk-In Closets*;*In Select Apartment Homes",Up To 2 Weeks Free!
8433,1 Bedroom,SINGLE NO. 5,1,1,672,/dmslivecafe/3/546880/Single_No._5.jpg?quality=85?maxheight=245&scale=both&quality=50,2027,6/8/2021,"$1,969-$2,412","7025 East Via Soleri Drive, Scottsdale, AZ 85251",844.350.3308,https://broadstonewaterfront.com/,"Dedicated Resident High-Speed Wi-Fi in Common Areas;Exclusive Resident Lounge with Demonstration Kitchen, Pool Table & Coffee Bar;Two-Story Upscale Fitness Facility Complete with Precor® Preva® Equipment, Including:;Keiser® Spin Bike;AMT Motion® Trainer;Indoor Rowing Machine;VLT® Rope Trainer;Medicine Ball Rebounder;Free-Standing Heavy Bag;TRX® Single Mount;Ballet Barre;Laptops, iPads & Wi-Fi Printer Available for Resident Use;Direct Elevator Access to Personal Garage Parking;Climate-Controlled Interior Corridors & Interior Resident Storage Units;Boutique Pool & Spa Area with Deluxe, Poolside Cabanas with Televisions & Fans;High-End Gloster® Furniture;Dual Outdoor Grilling Facilities & Dining Spaces;Lush Landscaping & Water Features;Pet Friendly Community;Prime Location at Scottsdale Waterfront & Adjacent to Fashion Square Mall;Direct Access to Old Town Scottsdale Arts, Dining & Entertainment","Soaring 10-Foot Ceilings & 8-Foot Interior Doors;Personal Balconies & Patios with French Doors*;DuChateau® Hardwood Flooring in Penthouse Homes;High-End Karndean® Plank-Vinyl Flooring Throughout Unit;Interior Staircases in Penthouse Homes*;Crown Molding;GE® Energy Star® Front-Load Washers & GE® Electric Dryers;Pursuing LEED-H Certification;GE Profile™ Series Built-In Gas Cooktops;GE® Stainless-Steel Dishwashers, Counter-Depth Refrigerators, Ovens, Microwaves & Hoods;Avanti® Wine Refrigerators;42-Inch Dark-Wood Cabinets with Contemporary Nickel-Finish Hardware;2-Inch Quartz Countertops;Luxury Tile Backsplashes;Moen® Gooseneck Faucets & Single-Basin Under-Mount Sinks;Pendant Lighting Over Breakfast Bar;Authentic Maple-Shaker Hardwood Cabinet Doors;Garden-Style Soaking Tubs with Tile Surrounds;Tile Showers with Frameless Doors*;Moen® Faucets & Single-Basin Under-Mount Sinks;Spacious Walk-In Closets*;*In Select Apartment Homes",Up To 2 Weeks Free!
8434,1 Bedroom,SINGLE NO. 5,1,1,672,/dmslivecafe/3/546880/Single_No._5.jpg?quality=85?maxheight=245&scale=both&quality=50,1038,7/7/2021,"$1,919-$2,181","7025 East Via Soleri Drive, Scottsdale, AZ 85251",844.350.3308,https://broadstonewaterfront.com/,"Dedicated Resident High-Speed Wi-Fi in Common Areas;Exclusive Resident Lounge with Demonstration Kitchen, Pool Table & Coffee Bar;Two-Story Upscale Fitness Facility Complete with Precor® Preva® Equipment, Including:;Keiser® Spin Bike;AMT Motion® Trainer;Indoor Rowing Machine;VLT® Rope Trainer;Medicine Ball Rebounder;Free-Standing Heavy Bag;TRX® Single Mount;Ballet Barre;Laptops, iPads & Wi-Fi Printer Available for Resident Use;Direct Elevator Access to Personal Garage Parking;Climate-Controlled Interior Corridors & Interior Resident Storage Units;Boutique Pool & Spa Area with Deluxe, Poolside Cabanas with Televisions & Fans;High-End Gloster® Furniture;Dual Outdoor Grilling Facilities & Dining Spaces;Lush Landscaping & Water Features;Pet Friendly Community;Prime Location at Scottsdale Waterfront & Adjacent to Fashion Square Mall;Direct Access to Old Town Scottsdale Arts, Dining & Entertainment","Soaring 10-Foot Ceilings & 8-Foot Interior Doors;Personal Balconies & Patios with French Doors*;DuChateau® Hardwood Flooring in Penthouse Homes;High-End Karndean® Plank-Vinyl Flooring Throughout Unit;Interior Staircases in Penthouse Homes*;Crown Molding;GE® Energy Star® Front-Load Washers & GE® Electric Dryers;Pursuing LEED-H Certification;GE Profile™ Series Built-In Gas Cooktops;GE® Stainless-Steel Dishwashers, Counter-Depth Refrigerators, Ovens, Microwaves & Hoods;Avanti® Wine Refrigerators;42-Inch Dark-Wood Cabinets with Contemporary Nickel-Finish Hardware;2-Inch Quartz Countertops;Luxury Tile Backsplashes;Moen® Gooseneck Faucets & Single-Basin Under-Mount Sinks;Pendant Lighting Over Breakfast Bar;Authentic Maple-Shaker Hardwood Cabinet Doors;Garden-Style Soaking Tubs with Tile Surrounds;Tile Showers with Frameless Doors*;Moen® Faucets & Single-Basin Under-Mount Sinks;Spacious Walk-In Closets*;*In Select Apartment Homes",Up To 2 Weeks Free!
8435,1 Bedroom,SINGLE NO. 6,1,1,664,/dmslivecafe/3/546880/Single_No._6.jpg?quality=85?maxheight=245&scale=both&quality=50,4053,5/11/2021,"$1,944-$2,188","7025 East Via Soleri Drive, Scottsdale, AZ 85251",844.350.3308,https://broadstonewaterfront.com/,"Dedicated Resident High-Speed Wi-Fi in Common Areas;Exclusive Resident Lounge with Demonstration Kitchen, Pool Table & Coffee Bar;Two-Story Upscale Fitness Facility Complete with Precor® Preva® Equipment, Including:;Keiser® Spin Bike;AMT Motion® Trainer;Indoor Rowing Machine;VLT® Rope Trainer;Medicine Ball Rebounder;Free-Standing Heavy Bag;TRX® Single Mount;Ballet Barre;Laptops, iPads & Wi-Fi Printer Available for Resident Use;Direct Elevator Access to Personal Garage Parking;Climate-Controlled Interior Corridors & Interior Resident Storage Units;Boutique Pool & Spa Area with Deluxe, Poolside Cabanas with Televisions & Fans;High-End Gloster® Furniture;Dual Outdoor Grilling Facilities & Dining Spaces;Lush Landscaping & Water Features;Pet Friendly Community;Prime Location at Scottsdale Waterfront & Adjacent to Fashion Square Mall;Direct Access to Old Town Scottsdale Arts, Dining & Entertainment","Soaring 10-Foot Ceilings & 8-Foot Interior Doors;Personal Balconies & Patios with French Doors*;DuChateau® Hardwood Flooring in Penthouse Homes;High-End Karndean® Plank-Vinyl Flooring Throughout Unit;Interior Staircases in Penthouse Homes*;Crown Molding;GE® Energy Star® Front-Load Washers & GE® Electric Dryers;Pursuing LEED-H Certification;GE Profile™ Series Built-In Gas Cooktops;GE® Stainless-Steel Dishwashers, Counter-Depth Refrigerators, Ovens, Microwaves & Hoods;Avanti® Wine Refrigerators;42-Inch Dark-Wood Cabinets with Contemporary Nickel-Finish Hardware;2-Inch Quartz Countertops;Luxury Tile Backsplashes;Moen® Gooseneck Faucets & Single-Basin Under-Mount Sinks;Pendant Lighting Over Breakfast Bar;Authentic Maple-Shaker Hardwood Cabinet Doors;Garden-Style Soaking Tubs with Tile Surrounds;Tile Showers with Frameless Doors*;Moen® Faucets & Single-Basin Under-Mount Sinks;Spacious Walk-In Closets*;*In Select Apartment Homes",Up To 2 Weeks Free!
8436,1 Bedroom,SINGLE NO. 7,1,1,674,/dmslivecafe/3/546880/Single_No._7.jpg?quality=85?maxheight=245&scale=both&quality=50,4043,5/25/2021,"$1,969-$2,412","7025 East Via Soleri Drive, Scottsdale, AZ 85251",844.350.3308,https://broadstonewaterfront.com/,"Dedicated Resident High-Speed Wi-Fi in Common Areas;Exclusive Resident Lounge with Demonstration Kitchen, Pool Table & Coffee Bar;Two-Story Upscale Fitness Facility Complete with Precor® Preva® Equipment, Including:;Keiser® Spin Bike;AMT Motion® Trainer;Indoor Rowing Machine;VLT® Rope Trainer;Medicine Ball Rebounder;Free-Standing Heavy Bag;TRX® Single Mount;Ballet Barre;Laptops, iPads & Wi-Fi Printer Available for Resident Use;Direct Elevator Access to Personal Garage Parking;Climate-Controlled Interior Corridors & Interior Resident Storage Units;Boutique Pool & Spa Area with Deluxe, Poolside Cabanas with Televisions & Fans;High-End Gloster® Furniture;Dual Outdoor Grilling Facilities & Dining Spaces;Lush Landscaping & Water Features;Pet Friendly Community;Prime Location at Scottsdale Waterfront & Adjacent to Fashion Square Mall;Direct Access to Old Town Scottsdale Arts, Dining & Entertainment","Soaring 10-Foot Ceilings & 8-Foot Interior Doors;Personal Balconies & Patios with French Doors*;DuChateau® Hardwood Flooring in Penthouse Homes;High-End Karndean® Plank-Vinyl Flooring Throughout Unit;Interior Staircases in Penthouse Homes*;Crown Molding;GE® Energy Star® Front-Load Washers & GE® Electric Dryers;Pursuing LEED-H Certification;GE Profile™ Series Built-In Gas Cooktops;GE® Stainless-Steel Dishwashers, Counter-Depth Refrigerators, Ovens, Microwaves & Hoods;Avanti® Wine Refrigerators;42-Inch Dark-Wood Cabinets with Contemporary Nickel-Finish Hardware;2-Inch Quartz Countertops;Luxury Tile Backsplashes;Moen® Gooseneck Faucets & Single-Basin Under-Mount Sinks;Pendant Lighting Over Breakfast Bar;Authentic Maple-Shaker Hardwood Cabinet Doors;Garden-Style Soaking Tubs with Tile Surrounds;Tile Showers with Frameless Doors*;Moen® Faucets & Single-Basin Under-Mount Sinks;Spacious Walk-In Closets*;*In Select Apartment Homes",Up To 2 Weeks Free!
8437,1 Bedroom,SINGLE NO. 7,1,1,674,/dmslivecafe/3/546880/Single_No._7.jpg?quality=85?maxheight=245&scale=both&quality=50,3011,6/28/2021,"$2,228-$2,731","7025 East Via Soleri Drive, Scottsdale, AZ 85251",844.350.3308,https://broadstonewaterfront.com/,"Dedicated Resident High-Speed Wi-Fi in Common Areas;Exclusive Resident Lounge with Demonstration Kitchen, Pool Table & Coffee Bar;Two-Story Upscale Fitness Facility Complete with Precor® Preva® Equipment, Including:;Keiser® Spin Bike;AMT Motion® Trainer;Indoor Rowing Machine;VLT® Rope Trainer;Medicine Ball Rebounder;Free-Standing Heavy Bag;TRX® Single Mount;Ballet Barre;Laptops, iPads & Wi-Fi Printer Available for Resident Use;Direct Elevator Access to Personal Garage Parking;Climate-Controlled Interior Corridors & Interior Resident Storage Units;Boutique Pool & Spa Area with Deluxe, Poolside Cabanas with Televisions & Fans;High-End Gloster® Furniture;Dual Outdoor Grilling Facilities & Dining Spaces;Lush Landscaping & Water Features;Pet Friendly Community;Prime Location at Scottsdale Waterfront & Adjacent to Fashion Square Mall;Direct Access to Old Town Scottsdale Arts, Dining & Entertainment","Soaring 10-Foot Ceilings & 8-Foot Interior Doors;Personal Balconies & Patios with French Doors*;DuChateau® Hardwood Flooring in Penthouse Homes;High-End Karndean® Plank-Vinyl Flooring Throughout Unit;Interior Staircases in Penthouse Homes*;Crown Molding;GE® Energy Star® Front-Load Washers & GE® Electric Dryers;Pursuing LEED-H Certification;GE Profile™ Series Built-In Gas Cooktops;GE® Stainless-Steel Dishwashers, Counter-Depth Refrigerators, Ovens, Microwaves & Hoods;Avanti® Wine Refrigerators;42-Inch Dark-Wood Cabinets with Contemporary Nickel-Finish Hardware;2-Inch Quartz Countertops;Luxury Tile Backsplashes;Moen® Gooseneck Faucets & Single-Basin Under-Mount Sinks;Pendant Lighting Over Breakfast Bar;Authentic Maple-Shaker Hardwood Cabinet Doors;Garden-Style Soaking Tubs with Tile Surrounds;Tile Showers with Frameless Doors*;Moen® Faucets & Single-Basin Under-Mount Sinks;Spacious Walk-In Closets*;*In Select Apartment Homes",Up To 2 Weeks Free!
8438,1 Bedroom,SINGLE NO. 7,1,1,674,/dmslivecafe/3/546880/Single_No._7.jpg?quality=85?maxheight=245&scale=both&quality=50,1012,6/30/2021,"$1,928-$2,373","7025 East Via Soleri Drive, Scottsdale, AZ 85251",844.350.3308,https://broadstonewaterfront.com/,"Dedicated Resident High-Speed Wi-Fi in Common Areas;Exclusive Resident Lounge with Demonstration Kitchen, Pool Table & Coffee Bar;Two-Story Upscale Fitness Facility Complete with Precor® Preva® Equipment, Including:;Keiser® Spin Bike;AMT Motion® Trainer;Indoor Rowing Machine;VLT® Rope Trainer;Medicine Ball Rebounder;Free-Standing Heavy Bag;TRX® Single Mount;Ballet Barre;Laptops, iPads & Wi-Fi Printer Available for Resident Use;Direct Elevator Access to Personal Garage Parking;Climate-Controlled Interior Corridors & Interior Resident Storage Units;Boutique Pool & Spa Area with Deluxe, Poolside Cabanas with Televisions & Fans;High-End Gloster® Furniture;Dual Outdoor Grilling Facilities & Dining Spaces;Lush Landscaping & Water Features;Pet Friendly Community;Prime Location at Scottsdale Waterfront & Adjacent to Fashion Square Mall;Direct Access to Old Town Scottsdale Arts, Dining & Entertainment","Soaring 10-Foot Ceilings & 8-Foot Interior Doors;Personal Balconies & Patios with French Doors*;DuChateau® Hardwood Flooring in Penthouse Homes;High-End Karndean® Plank-Vinyl Flooring Throughout Unit;Interior Staircases in Penthouse Homes*;Crown Molding;GE® Energy Star® Front-Load Washers & GE® Electric Dryers;Pursuing LEED-H Certification;GE Profile™ Series Built-In Gas Cooktops;GE® Stainless-Steel Dishwashers, Counter-Depth Refrigerators, Ovens, Microwaves & Hoods;Avanti® Wine Refrigerators;42-Inch Dark-Wood Cabinets with Contemporary Nickel-Finish Hardware;2-Inch Quartz Countertops;Luxury Tile Backsplashes;Moen® Gooseneck Faucets & Single-Basin Under-Mount Sinks;Pendant Lighting Over Breakfast Bar;Authentic Maple-Shaker Hardwood Cabinet Doors;Garden-Style Soaking Tubs with Tile Surrounds;Tile Showers with Frameless Doors*;Moen® Faucets & Single-Basin Under-Mount Sinks;Spacious Walk-In Closets*;*In Select Apartment Homes",Up To 2 Weeks Free!
8439,1 Bedroom,SINGLE NO. 8,1,1,680,/dmslivecafe/3/546880/Single_No._8.jpg?quality=85?maxheight=245&scale=both&quality=50,,,,"7025 East Via Soleri Drive, Scottsdale, AZ 85251",844.350.3308,https://broadstonewaterfront.com/,"Dedicated Resident High-Speed Wi-Fi in Common Areas;Exclusive Resident Lounge with Demonstration Kitchen, Pool Table & Coffee Bar;Two-Story Upscale Fitness Facility Complete with Precor® Preva® Equipment, Including:;Keiser® Spin Bike;AMT Motion® Trainer;Indoor Rowing Machine;VLT® Rope Trainer;Medicine Ball Rebounder;Free-Standing Heavy Bag;TRX® Single Mount;Ballet Barre;Laptops, iPads & Wi-Fi Printer Available for Resident Use;Direct Elevator Access to Personal Garage Parking;Climate-Controlled Interior Corridors & Interior Resident Storage Units;Boutique Pool & Spa Area with Deluxe, Poolside Cabanas with Televisions & Fans;High-End Gloster® Furniture;Dual Outdoor Grilling Facilities & Dining Spaces;Lush Landscaping & Water Features;Pet Friendly Community;Prime Location at Scottsdale Waterfront & Adjacent to Fashion Square Mall;Direct Access to Old Town Scottsdale Arts, Dining & Entertainment","Soaring 10-Foot Ceilings & 8-Foot Interior Doors;Personal Balconies & Patios with French Doors*;DuChateau® Hardwood Flooring in Penthouse Homes;High-End Karndean® Plank-Vinyl Flooring Throughout Unit;Interior Staircases in Penthouse Homes*;Crown Molding;GE® Energy Star® Front-Load Washers & GE® Electric Dryers;Pursuing LEED-H Certification;GE Profile™ Series Built-In Gas Cooktops;GE® Stainless-Steel Dishwashers, Counter-Depth Refrigerators, Ovens, Microwaves & Hoods;Avanti® Wine Refrigerators;42-Inch Dark-Wood Cabinets with Contemporary Nickel-Finish Hardware;2-Inch Quartz Countertops;Luxury Tile Backsplashes;Moen® Gooseneck Faucets & Single-Basin Under-Mount Sinks;Pendant Lighting Over Breakfast Bar;Authentic Maple-Shaker Hardwood Cabinet Doors;Garden-Style Soaking Tubs with Tile Surrounds;Tile Showers with Frameless Doors*;Moen® Faucets & Single-Basin Under-Mount Sinks;Spacious Walk-In Closets*;*In Select Apartment Homes",Up To 2 Weeks Free!
8440,1 Bedroom,SINGLE NO. 9,1,1,801,/dmslivecafe/3/546880/Single No 9.jpg?quality=85?maxheight=245&scale=both&quality=50,,,,"7025 East Via Soleri Drive, Scottsdale, AZ 85251",844.350.3308,https://broadstonewaterfront.com/,"Dedicated Resident High-Speed Wi-Fi in Common Areas;Exclusive Resident Lounge with Demonstration Kitchen, Pool Table & Coffee Bar;Two-Story Upscale Fitness Facility Complete with Precor® Preva® Equipment, Including:;Keiser® Spin Bike;AMT Motion® Trainer;Indoor Rowing Machine;VLT® Rope Trainer;Medicine Ball Rebounder;Free-Standing Heavy Bag;TRX® Single Mount;Ballet Barre;Laptops, iPads & Wi-Fi Printer Available for Resident Use;Direct Elevator Access to Personal Garage Parking;Climate-Controlled Interior Corridors & Interior Resident Storage Units;Boutique Pool & Spa Area with Deluxe, Poolside Cabanas with Televisions & Fans;High-End Gloster® Furniture;Dual Outdoor Grilling Facilities & Dining Spaces;Lush Landscaping & Water Features;Pet Friendly Community;Prime Location at Scottsdale Waterfront & Adjacent to Fashion Square Mall;Direct Access to Old Town Scottsdale Arts, Dining & Entertainment","Soaring 10-Foot Ceilings & 8-Foot Interior Doors;Personal Balconies & Patios with French Doors*;DuChateau® Hardwood Flooring in Penthouse Homes;High-End Karndean® Plank-Vinyl Flooring Throughout Unit;Interior Staircases in Penthouse Homes*;Crown Molding;GE® Energy Star® Front-Load Washers & GE® Electric Dryers;Pursuing LEED-H Certification;GE Profile™ Series Built-In Gas Cooktops;GE® Stainless-Steel Dishwashers, Counter-Depth Refrigerators, Ovens, Microwaves & Hoods;Avanti® Wine Refrigerators;42-Inch Dark-Wood Cabinets with Contemporary Nickel-Finish Hardware;2-Inch Quartz Countertops;Luxury Tile Backsplashes;Moen® Gooseneck Faucets & Single-Basin Under-Mount Sinks;Pendant Lighting Over Breakfast Bar;Authentic Maple-Shaker Hardwood Cabinet Doors;Garden-Style Soaking Tubs with Tile Surrounds;Tile Showers with Frameless Doors*;Moen® Faucets & Single-Basin Under-Mount Sinks;Spacious Walk-In Closets*;*In Select Apartment Homes",Up To 2 Weeks Free!
